College,Name,Jersey,Position,Class Year,Height,Weight,B/T,High School,Hometown,Season
Oklahoma State University,Kollin Ritchie,13,INF/OF,So.,74,215,L/R,Atoka HS,"Atoka, Okla.",2025
Oklahoma State University,Alex Conover,14,INF/OF,So.,76,195,L/R,Tuttle HS,"Tuttle, Okla.",2025
Oklahoma State University,Harrison Bodendorf,15,LHP,Jr.,77,200,R/L,Temecula Valley HS,"Temecula, Calif.",2025
Oklahoma State University,Ethan Lund,16,LHP,Fr.,78,214,R/L,Hamilton Southeastern HS,"Fishers, Ind.",2025
Oklahoma State University,Elijah Alexander,17,INF/OF,Jr.,74,195,R/R,Westmoore HS,"Moore, Okla.",2025
Oklahoma State University,Beau Sylvester,18,C/1B/OF,So.,72,196,R/R,Kamehameha Kapalama HS,"Kailua, Hawaii",2025
Oklahoma State University,Stormy Rhodes,19,RHP,Fr.,76,185,R/R,Tivy HS,"Kerrville, Texas",2025
Oklahoma State University,Gabe Davis,22,RHP,Jr.,81,234,R/R,Choctaw HS,"Choctaw, Okla.",2025
Oklahoma State University,Jayson Jones,23,INF/OF,Jr.,74,213,R/R,Braswell HS,"Savannah, Texas",2025
Oklahoma State University,Ryan Ure,24,LHP,Jr.,80,235,R/L,Eaton HS,"Eaton, Colo.",2025
Oklahoma State University,Ben Reiland,25,INF/OF,Fr.,71,170,L/R,Orange Lutheran HS,"Villa Park, Calif.",2025
Oklahoma State University,Noah Wech,26,RHP,Fr.,73,200,R/R,Lincoln HS,"Manitowoc, Wisc.",2025
Oklahoma State University,Matthew Brown,27,RHP,Fr.,77,227,R/R,Waterdown,"Carlisle, Ontario, Canada",2025
Oklahoma State University,Brennan Phillips,28,LHP,Jr.,73,189,N/A,Owasso HS,"Owasso, Okla.",2025
Oklahoma State University,Braylon Brooks,30,INF/RHP,Fr.,69,188,R/R,Tuttle HS,"Tuttle, Okla.",2025
Oklahoma State University,Drew Blake,32,LHP,Jr.,74,203,L/L,Stillwater HS,"Stillwater, Okla.",2025
Oklahoma State University,Sean Youngerman,33,RHP,Jr.,75,230,R/R,Chaminade College Prep,"Valencia, Calif.",2025
Oklahoma State University,Charlie Carter,34,C,So.,75,206,R/R,Little Rock Christian,"Little Rock, Ark.",2025
Oklahoma State University,Jake Kennedy,35,RHP,So.,74,190,N/A,Enid HS,"Hennessey, Okla.",2025
Oklahoma State University,Thomas Lieb,38,C,Fr.,71,188,R/R,Maranatha HS,"Shadow Hills, Calif.",2025
Oklahoma State University,Brex Caldwell,39,RHP,Fr.,74,230,L/R,Panama HS,"Shady Point, Okla.",2025
Oklahoma State University,Cale Sudderth,40,LHP,Fr.,75,229,L/L,Lone Grove HS,"Ardmore, Okla.",2025
Oklahoma State University,Kash Ferris,41,RHP,Fr.,74,200,R/R,Carl Albert HS,"Midwest City, Okla.",2025
Oklahoma State University,Jett Hope,42,RHP,Fr.,76,223,R/R,Bixby HS,"Bixby, Okla.",2025
Oklahoma State University,Tommy Allman,44,RHP,Sr.,74,203,R/R,Orchard Lake Saint Mary's Prep,"Farmington Hills, Mich.",2025
Oklahoma State University,Landry Kyle,45,RHP,Sr.,75,207,R/R,Heritage Hall HS,"Oklahoma City, Okla.",2025
Oklahoma State University,Aaron Weber,48,RHP,Sr.,77,214,N/A,Memorial HS,"Edmond, Okla.",2025
Oklahoma State University,Blake Julius,52,RHP,R-Fr.,78,225,N/A,Legacy HS,"Mansfield, Texas",2025
Oklahoma State University,Bowen Bridges,53,RHP,Jr.,73,201,R/R,Heritage Hall HS,"Edmond, Okla.",2025
Oklahoma State University,Kyle Bade,56,LHP,So.,70,190,N/A,Plano Senior HS,"Plano, Texas",2025
Oklahoma State University,Mario Pesca,66,RHP,Jr.,80,273,R/R,Cardinal Spellman HS,"Bronx, New York",2025
Oklahoma State University,Hunter Watkins,77,RHP,So.,81,231,R/R,Grace Brethren HS,"Simi Valley, Calif.",2025
Fresno State University,Victor Arreola,5,RHP,R-Jr.,72,195,R/R,Madison HS,"San Diego, Calif.",2025
Fresno State University,Lee Treviño,6,Infield,Sr.,71,185,R/R,Redwood HS,"Visalia, Calif.",2025
Fresno State University,Eddie Saldivar,7,Infield,Sr.,71,175,L/R,San Joaquin Memorial HS,"Fresno, Calif.",2025
Fresno State University,Jett Ruby,9,Infield,R-So.,72,180,L/R,Buchanan HS,"Fresno, Calif.",2025
Fresno State University,Griffen Sotomayor,10,Catcher/Infield,Jr.,72,200,R/R,Turlock HS,"Turlock, Calif.",2025
Fresno State University,Justin Stransky,11,Catcher,Sr.,73,180,R/R,Emerald Ridge HS,"Puyallup, Wash.",2025
Fresno State University,Ryan De La Maza,12,Catcher,Fr.,72,185,R/R,Hart HS,"Santa Clarita, Calif.",2025
Fresno State University,Max Shor,13,Catcher,R-Jr.,70,205,R/R,Palm Desert HS,"Palm Desert, Calif.",2025
Fresno State University,Cam Schneider,14,Infield/Outfield,So.,75,195,R/R,Bullard HS,"Fresno, Calif.",2025
Fresno State University,Murf Gray,15,Infield,Jr.,76,230,R/R,Madera South HS,"Madera, Calif.",2025
Fresno State University,Aidan Cremarosa,16,RHP,Jr.,75,190,R/R,IMG Academy,"Burbank, Calif.",2025
Fresno State University,BJ Rodriguez,19,Outfield,Jr.,71,170,L/L,Tulare Western HS,"Tulare, Calif.",2025
Fresno State University,Matt Gonsalves,20,Catcher,R-So.,72,190,R/R,Doughtery Valley HS,"San Ramon, Calif.",2025
Fresno State University,Owen Faust,21,INF,Fr.,72,185,R/R,Tesoro HS,"Rancho Santa Margarita, Calif.",2025
Fresno State University,Tyler Antwine,25,Outfield,Fr.,74,210,R/R,Santa Paula HS,"Santa Paula, Calif.",2025
Fresno State University,Sky Collins,30,Outfield,Sr.,73,180,R/R,Buchanan HS,"Clovis, Calif.",2025
Fresno State University,Barclay Ovalle,31,Outfield,Fr.,72,190,R/R,Sacred Heart HS,"San Francisco, Calif.",2025
Fresno State University,Jacob Pappas,32,Outfield,R-So.,72,190,R/R,Santa Cruz HS,"Santa Cruz, Calif.",2025
Fresno State University,Bryce Armstrong,34,LHP,R-Sr.,76,210,L/L,Corning HS,"Corning, Calif.",2025
Fresno State University,Bobby Blandford,35,Outfield,Sr.,74,205,L/L,Pleasant Grove HS,"Elk Grove, Calif.",2025
Fresno State University,Adrian Garcia,37,RHP,Fr.,74,200,R/R,Central Catholic HS,"Stockton, Calif.",2025
Fresno State University,Tyler Patrick,38,RHP,Fr.,73,215,R/R,Clovis West HS,"Fresno, Calif.",2025
Fresno State University,Jack Anker,39,RHP,Jr.,74,200,R/R,Tulare Western HS,"Tulare, Calif.",2025
Fresno State University,Cayden Munster,40,Infield,R-Fr.,75,240,L/R,Clovis West HS,"Fresno, Calif.",2025
Fresno State University,Vance Haskins,41,RHP,Fr.,73,185,R/R,Lodi HS,"Clements, Calif.",2025
Fresno State University,Jake Riding,42,RHP,Sr.,74,215,R/R,Pahrump Valley HS,"Pahrump, Nev.",2025
Fresno State University,Jared Galang,43,RHP,Fr.,72,170,R/R,Torrance HS,"Torrance, Calif.",2025
Fresno State University,Drew Townson,46,RHP,R-Jr.,72,190,R/R,Centennial HS,"Bakersfield, Calif.",2025
Fresno State University,Hayden Crews,47,RHP,R-Jr.,76,220,R/R,River City HS,"West Sacramento, Calif.",2025
Fresno State University,Wyatt Thornbury,48,RHP,R-So.,75,205,R/R,Carlsbad HS,"Carlsbad, Calif.",2025
Fresno State University,Gio Groppetti,49,RHP,R-So.,76,200,R/R,Kerman HS,"Kerman, Calif.",2025
Fresno State University,Ismael Castanon,50,RHP,Fr.,74,245,R/R,Bonita HS,"San Diego, Calif.",2025
Fresno State University,Cooper Bergman,51,RHP,R-Sr.,74,200,R/R,Buchanan HS,"Clovis, Calif.",2025
Fresno State University,JT Guerrero,52,RHP,So.,73,185,R/R,Mt. Whitney HS,"Visalia, Calif.",2025
Fresno State University,Garrett Sinfield,53,LHP,So.,73,190,L/L,Damien HS,"Claremont, Calif.",2025
Fresno State University,Caleb Anderson,55,RHP,Sr.,77,220,R/R,Paloma Valley HS,"Menifee, Calif.",2025
Fresno State University,Kaleb Hay,58,RHP,R-Jr.,72,200,R/R,Liberty HS,"Bakersfield, CA",2025
Air Force Academy,Brooks Ward,1,OF,Fr.,73,200,R/L,Catholic,"Little Rock, AR",2025
Air Force Academy,T.J. Oster,2,IF,Jr.,69,170,R/R,Valley Christian,"Phoenix, AZ",2025
Air Force Academy,Zach Peters,4,UT/RHP,Sr.,69,170,R/R,Los Alamitos,"Garden Grove, CA",2025
Air Force Academy,Alex Adams,5,IF,Fr.,72,190,R/R,Mount Paran,"Woodstock, GA",2025
Air Force Academy,Cooper Winchester,6,C,Fr.,71,187,S/R,Saint Paul School,"New Orleans, LA",2025
Air Force Academy,Dawson Thrush,7,IF,Fr.,72,190,R/R,William T. Dwyer,"Palm Beach Gardens, FL",2025
Air Force Academy,Dylan Rogers,9,RHP,Sr.,75,190,R/R,McKinney North,"McKinney, TX",2025
Air Force Academy,Tripp Garrish,10,OF,Jr.,73,210,L/L,Carlmont,"Belmont, CA",2025
Air Force Academy,Tyler Russ,11,RHP,Fr.,72,195,R/R,St. Paul VI Catholic,"Ashburn, VA",2025
Air Force Academy,Christian Taylor,12,UT,So.,71,180,R/R,Green Hill,"Mount Juliet, TN",2025
Air Force Academy,Cam Anstey,13,UT,So.,73,185,R/R,Monteverde Academy,"Winter Garden, FL",2025
Air Force Academy,Ben Niednagel,16,IF,Jr.,69,160,L/R,Hart,"Santa Clarita, CA",2025
Air Force Academy,Joey Collier,19,LHP,Jr.,72,195,L/L,Paradise Honors,"Surprise, AZ",2025
Air Force Academy,Chase Spencer,20,OF/RHP,Sr.,73,180,R/R,Plano West,"Plano, TX",2025
Air Force Academy,Jaxson Crump,21,RHP,Sr.,72,175,R/R,Sarasota,"Sarasota, FL",2025
Air Force Academy,J.D. Wolff,22,UT,Fr.,68,170,R/L,IMG Academy,"Bradenton, FL",2025
Air Force Academy,Walker Zapp,24,C,Jr.,71,200,R/R,Auburn,"Auburn, AL",2025
Air Force Academy,Aaron Reyes,25,OF,Sr.,71,186,R/R,St. John Bosco,"Downey, CA",2025
Air Force Academy,Josh Shropshire,26,RHP,Fr.,73,185,R/R,Mount St. Mary's,"Moore, OK",2025
Air Force Academy,Sam Hentges,27,LHP,So.,74,205,L/L,St. John Bosco,"Seal Beach, CA",2025
Air Force Academy,Luke Elmore,29,OF,So.,72,195,R/R,Mosley,"Panama City, FL",2025
Air Force Academy,Cranz Smelcer,30,RHP,Fr.,78,220,R/R,Apex,"Cary, NC",2025
Air Force Academy,Van Klein,31,C,So.,72,180,R/R,Marcus,"Flower Mound, TX",2025
Air Force Academy,Easton Miller,32,RHP,Fr.,73,180,R/R,Fossil Ridge,"Fort Collins, CO",2025
Air Force Academy,Patrick Davidson,33,RHP,So.,76,210,R/R,Auburn,"Auburn, AL",2025
Air Force Academy,Landon Boyd,34,C,Sr.,72,195,S/R,Sandra Day O'Connor,"Parker, CO",2025
Air Force Academy,Gio Sambito,35,RHP,So.,74,180,L/R,Arnold O. Beckham,"Irvine, CA",2025
Air Force Academy,Gaines Estridge,36,RHP,So.,75,215,R/R,Covenant Christian Academy,"Fort Worth, TX",2025
Air Force Academy,Ethan Dillinger,38,LHP,So.,73,180,L/L,Erie,"Erie, CO",2025
Air Force Academy,Charlie Russell,39,RHP,So.,77,205,R/R,Bishop Ready,"Columbus, OH",2025
Air Force Academy,Kayden Bradshaw,40,OF,Fr.,73,185,R/R,Scurry-Rosser,"Dallas, TX",2025
Air Force Academy,Marcus Downing,41,RHP,Fr.,75,190,R/R,Pinnacle,"Phoenix, AZ",2025
Air Force Academy,Gunner Gilmore,42,RHP,Fr.,74,190,R/R,Lewisburg,"Olive Branch, MS",2025
Air Force Academy,Cole Jenkins,43,IF,Fr.,70,170,R/R,Chaparral,"Highlands Ranch, CO",2025
Air Force Academy,Davis Rhyne,44,RHP,So.,77,195,R/R,Hickory Ridge,"Harrisburg, NC",2025
Air Force Academy,Bowen Brantingham,45,RHP,So.,77,215,R/R,John Burroughs,"St. Louis, MO",2025
University of Florida,Dale Thomas,1,INF,Sr.,70,205,R/R,Bishop Moore (Coastal Carolina),"De Leon Springs, Fla.",2024
University of Florida,Ty Evans,2,OF,Jr.,74,225,R/R,Lakeland Christian,"Auburndale, Fla.",2024
University of Florida,Cade Fisher,3,LHP,So.,76,210,L/L,Northwest Whitfield County,"Dalton, Ga.",2024
University of Florida,Cade Kurland,4,INF,So.,71,195,R/R,Berkeley Prep,"Tampa, Fla.",2024
University of Florida,Sammy Mummau,5,INF,Fr.,72,185,R/R,Dunedin,"Palm Harbor, Fla.",2024
University of Florida,Tyler Shelnut,6,INF/OF,Sr.,74,200,R/R,Fort White (Santa Fe CC),"Lake City, Fla.",2024
University of Florida,Christian Rodriguez,8,RHP,Fr.,72,210,R/R,Marjory Stoneman Douglas,"Coral Springs, Fla.",2024
University of Florida,Luke McNeillie,9,RHP,Fr.,75,185,L/R,Milton,"Milton, Ga.",2024
University of Florida,Colby Shelton,10,INF,So.,72,200,L/R,Bloomingdale (Alabama),"Lexington, S.C.",2024
University of Florida,Michael Robertson,11,OF,R-So.,74,195,L/R,Venice,"Venice, Fla.",2024
University of Florida,Liam Peterson,12,RHP,Fr.,77,220,R/R,Calvary Christian,"Palm Harbor, Fla.",2024
University of Florida,Ryan Slater,13,RHP,R-Jr.,75,205,R/R,East Lake,"Palm Harbor, Fla.",2024
University of Florida,Jac Caglianone,14,LHP/1B,Jr.,77,250,L/L,Plant,"Tampa, Fla.",2024
University of Florida,Landon Russell,15,INF/OF,So.,73,190,R/R,Russell County (Gulf Coast CC),"Phenix City, Ala.",2024
University of Florida,Hayden Yost,16,OF,Fr.,73,195,L/L,Sickles,"Tampa, Fla.",2024
University of Florida,Jacob Gomberg,17,LHP,Fr.,70,175,L/L,Marjory Stoneman Douglas,"Coral Springs, Fla.",2024
University of Florida,Pierce Coppola,18,LHP,R-So.,80,255,L/L,Verona,"Verona, N.J.",2024
University of Florida,Jake Clemente,20,RHP,R-Fr.,75,220,R/R,Marjory Stoneman Douglas,"Coral Springs, Fla.",2024
University of Florida,Caden McDonald,21,RHP/1B,Fr.,75,205,R/R,Sickles,"Tampa, Fla.",2024
University of Florida,Brandon Neely,22,RHP,Jr.,75,210,R/R,Spruce Creek,"Seville, Fla.",2024
University of Florida,John Martinez,23,INF,Fr.,71,190,R/R,Montverde Academy,"Orlando, Fla.",2024
University of Florida,Blake Brookins,24,OF,Fr.,77,215,L/R,Miami Palmetto,"Palmetto Bay, Fla.",2024
University of Florida,Reilly Witmer,25,RHP,Fr.,76,220,R/R,Naples,"Naples, Fla.",2024
University of Florida,Tanner Garrison,26,C,Sr.,75,220,R/R,Cardinal Newman (Coastal Carolina),"Dallas, Tex.",2024
University of Florida,Fisher Jameson,27,RHP,Jr.,77,240,R/R,Park Vista,"Lake Worth, Fla.",2024
University of Florida,Luke Heyman,28,C,So.,76,220,R/R,Lake Brantley,"Longwood, Fla.",2024
University of Florida,Brody Donay,29,C,So.,77,235,R/R,Lakeland Christian (Virginia Tech),"Lakeland, Fla.",2024
University of Florida,Ashton Wilson,30,OF/INF,So.,72,195,R/R,TNXL Academy (Charleston Southern),"Orlando, Fla.",2024
University of Florida,Frank Menendez,31,LHP,Fr.,73,230,L/L,Doral Academy Charter,"Miami, Fla.",2024
University of Florida,Grayson Smith,32,RHP,Fr.,74,205,R/R,McCallie School,"Rocky Face, Ga.",2024
University of Florida,Robert Satin,33,LHP,Fr.,75,215,L/L,Plant,"Tampa, Fla.",2024
University of Florida,Alex Philpott,34,RHP,Fr.,77,175,R/R,Strawberry Crest,"Tampa, Fla.",2024
University of Florida,Blake Purnell,41,RHP,R-Jr.,75,220,R/R,St. Thomas Aquinas,"Boynton Beach, Fla.",2024
University of Florida,Armando Albert,44,INF,Sr.,71,160,L/R,Belen Jesuit (Santa Fe CC / Florida Atlantic),"Plantation, Fla.",2024
University of Florida,Hunter Jones,48,RHP,Fr.,75,170,R/R,North Marion,"Anthony, Fla.",2024
University of Florida,Jaylen Guy,50,OF,Sr.,72,200,R/R,Southeast Guilford (Liberty),"Greensboro, N.C.",2024
University of Missouri,Juju Stevens,1,OF,Jr.,72,180,R/R,Amity HS,"Woodbridge, Conn.",2024
University of Missouri,Danny Corona,3,INF,Jr.,75,215,L/R,The Baylor School,"Brooklyn, N.Y.",2024
University of Missouri,Matt Garcia,4,INF,Gr.,72,190,S/R,Avant Garde Academy,"Orlando, Fla.",2024
University of Missouri,Brock Daniels,5,INF/OF,So.,73,195,L/R,St. John Vianney HS,"St. Louis, Mo.",2024
University of Missouri,Jeric Curtis,6,OF,So.,72,170,R/R,Tomball Memorial HS,"Cypress, Texas",2024
University of Missouri,Drew Culbertson,7,INF,Fr.,72,180,R/R,Center Grove HS,"Greenwood, Ind.",2024
University of Missouri,Tucker Moore,8,C,R-Fr.,73,198,S/R,Douglas County HS,"Castle Rock, Colo.",2024
University of Missouri,Jackson Beaman,10,OF,So.,73,230,R/R,Lincoln HS,"Lincoln, Mo.",2024
University of Missouri,Jack Holubowski,11,INF,Fr.,74,205,R/R,Marquette HS,"Chesterfield, Mo.",2024
University of Missouri,Justin Colon,12,INF,Jr.,75,180,R/R,Montverde Academy,"Carolina, Puerto Rico",2024
University of Missouri,Jacob Peaden,13,RHP,Gr.,74,200,R/R,North Pitt HS,"Greenville, N.C.",2024
University of Missouri,Isaiah Frost,14,OF,Jr.,71,197,L/L,Blue Springs South HS,"Lee's Summit, Mo.",2024
University of Missouri,Thomas Curry,17,C,Fr.,71,230,R/R,Arrowhead HS,"Hartland, Wis.",2024
University of Missouri,Jackson Lovich,18,INF,So.,76,192,R/R,Blue Valley West HS,"Overland Park, Kan.",2024
University of Missouri,Trevor Austin,19,INF/OF,Sr.,70,188,R/R,Helias HS,"Jefferson City, Mo.",2024
University of Missouri,Kaden Peer,20,OF/INF,Fr.,74,185,L/R,CBC HS,"Chesterfield, Mo.",2024
University of Missouri,Sam Horn,21,RHP,So.,76,217,R/R,Collins Hill,"Lawrenceville, Ga.",2024
University of Missouri,Kadden Drew,22,LHP,Jr.,74,210,R/L,Notre Dame Prep,"Scottsdale, Ariz.",2024
University of Missouri,Ian Lohse,23,LHP,Sr.,72,199,L/L,Marquette HS,"St. Louis, Mo.",2024
University of Missouri,Jedier Hernandez,24,C,Jr.,72,200,R/R,Trenton Catholic Academy,"Trenton, N.J.",2024
University of Missouri,Brock Lucas,25,RHP,So.,75,229,R/R,St. Elizabeth HS,"St. Elizabeth, Mo.",2024
University of Missouri,Ryan Magdic,26,LHP,Gr.,77,240,L/L,Blessed Trinity Catholic SS,"Beamsville, Ontario",2024
University of Missouri,Tyler Macon,27,INF,Fr.,71,175,R/R,Kirkwood HS,"Kirkwood, Mo.",2024
University of Missouri,RJ Jimerson,28,OF,So.,70,185,R/R,Sacred Heart-Griffin HS,"Chicago, Ill.",2024
University of Missouri,Cameron Benson,29,INF/OF,Jr.,75,185,L/R,Southfield HS for the Arts & Technology,"Farmington Hills, Mich.",2024
University of Missouri,Carter Rustad,30,RHP,5th,76,194,R/R,Staley HS,"Kansas City, Mo.",2024
University of Missouri,Kaden Jacobi,32,RHP,Jr.,75,220,R/R,Liberty HS,"O'Fallon, Mo.",2024
University of Missouri,Daniel Wissler,35,LHP,So.,74,185,L/L,Fort Zumwalt West HS,"O'Fallon, Mo.",2024
University of Missouri,Bryce Mayer,38,RHP,Jr.,75,210,R/R,St. Francis Borgia HS,"Marthasville, Mo.",2024
University of Missouri,Charlie Miller,39,RHP,Fr.,75,185,R/R,Russellville HS,"Lohman, Mo.",2024
University of Missouri,Victor Quinn,40,RHP,Jr.,73,217,R/R,Liberty HS,"O'Fallon, Mo.",2024
University of Missouri,Nic Smith,41,LHP,So.,75,198,L/L,Alvin C. York Institute,"Jamestown, Tenn.",2024
University of Missouri,Wil Libbert,42,LHP,Fr.,73,205,L/L,Blair Oaks HS,"St. Thomas, Mo.",2024
University of Missouri,Javyn Pimental,43,LHP,Jr.,75,213,L/L,Kamehameha HS,"Kane'ohe, Hawai'i",2024
University of Missouri,Xavier Lovett,44,RHP,Jr.,72,190,R/R,Westfield HS,"Houston, Texas",2024
University of Missouri,Ben Pedersen,47,RHP,Gr.,78,210,R/R,Marshall HS,"Duluth, Minn.",2024
University of Missouri,Logan Lunceford,48,RHP,So.,72,180,R/R,Santa Fe HS,"Edmond, Okla.",2024
University of Missouri,Tony Neubeck,49,LHP,Jr.,74,237,L/L,Mahtomedi HS,"Hugo, Minn.",2024
University of Missouri,Ben Smith,50,RHP,Fr.,74,195,R/R,Catholic HS,"Springfield, Mo.",2024
University of Missouri,Seth McCartney,53,RHP,Jr.,72,200,R/R,Brandon HS,"Brandon, Miss.",2024
University of Missouri,Josh McDevitt,54,RHP,Fr.,74,195,R/R,Effingham HS,"Effingham, Ill.",2024
University of Missouri,Miles Garrett,58,RHP,Jr.,70,175,R/R,Parkview HS,"Stone Mountain, Ga.",2024
University of Missouri,Mateo Serna,88,C,Fr.,72,195,S/R,American Heritage HS,"Doral, Fla.",2024
University of Oklahoma,Jason Walk,1,UTL,Fr.,69,157,S/R,Harrison HS,"Acworth, Ga.",2024
University of Oklahoma,Easton Carmichael,2,C,So.,73,195,R/R,Prosper HS,"Prosper, Texas",2024
University of Oklahoma,Anthony Mackenzie,3,IF,Sr.,71,182,S/R,Sam Houston State,"Houston, Texas",2024
University of Oklahoma,Michael Snyder,5,IF,R-Sr.,76,226,R/R,Harvard-Westlake HS,"Woodland Hills, Calif.",2024
University of Oklahoma,Isaiah Lane,6,IF,Fr.,73,180,R/R,Eastlake HS,"Chula Vista, Calif.",2024
University of Oklahoma,Kendall Pettis,7,OF,R-Sr.,71,195,R/R,Brother Rice HS,"Chicago, Ill.",2024
University of Oklahoma,John Spikerman,8,OF,Jr.,72,190,S/R,Lake Creek HS,"Montgomery, Texas",2024
University of Oklahoma,Patrick Engskov,9,IF,So.,72,184,R/R,Pulaski Academy,"Little Rock, Ark.",2024
University of Oklahoma,Dakota Howard,10,OF,Fr.,70,181,L/R,Van Alstyne HS,"Van Alstyne, Texas",2024
University of Oklahoma,Jacob Gholston,11,RHP,Fr.,78,213,R/R,Flower Mound HS,"Flower Mound, Texas",2024
University of Oklahoma,Bryce Madron,12,OF,Sr.,68,181,L/L,Cowley College,"Blanchard, Okla.",2024
University of Oklahoma,Braden Davis,13,LHP,Jr.,71,175,L/L,Sam Houston State,"Keller, Texas",2024
University of Oklahoma,Carter Campbell,14,LHP,Sr.,74,186,R/L,Western Oklahoma State College,"Keller, Texas",2024
University of Oklahoma,Jackson Nicklaus,15,IF,Jr.,72,195,L/R,Blue Valley HS,"Overland Park, Kan.",2024
University of Oklahoma,Carter Frederick,16,OF,Jr.,76,227,R/R,Snead State College,"Chelsea, Ala.",2024
University of Oklahoma,Dasan Harris,17,UTL,Fr.,72,178,L/L,Plano East HS,"Plano, Texas",2024
University of Oklahoma,David Dean,18,LHP,Jr.,78,187,L/L,Northeastern Oklahoma A&M,"Owasso, Okla.",2024
University of Oklahoma,Mason Strong,19,C,Jr.,72,189,R/R,BYU,"Santa Clara, Utah",2024
University of Oklahoma,Rocco Garza-Gongora,20,UTL,So.,73,184,L/L,John B. Alexander HS,"Laredo, Texas",2024
University of Oklahoma,Scott Mudler,22,C,Jr.,74,219,L/R,Chattahoochee HS,"Johns Creek, Ga.",2024
University of Oklahoma,Austin Henry,23,RHP,R-Fr.,77,216,R/R,Wichita State University,"Dell Rapids, S.D.",2024
University of Oklahoma,Malachi Witherspoon,25,RHP,So.,74,211,R/R,Fletcher HS,"Jacksonville, Fla.",2024
University of Oklahoma,Kyson Witherspoon,26,RHP,So.,72,205,R/R,Fletcher HS,"Jacksonville, Fla.",2024
University of Oklahoma,Ryan Lambert,28,RHP,Jr.,75,221,R/R,Missouri State University,"Excelsior, Minn.",2024
University of Oklahoma,Jett Lodes,29,RHP,Sr.,71,181,R/R,Yukon HS,"Yukon, Okla.",2024
University of Oklahoma,Brendan Girton,30,RHP,R-Jr.,72,227,R/R,Texas Tech University,"Gage, Okla.",2024
University of Oklahoma,Houston Russell,31,C,Jr.,73,212,R/R,Seminole State College (Okla.),"Midwest City, Okla.",2024
University of Oklahoma,Jace Miner,32,LHP,Jr.,75,182,L/L,Wichita State University,"Justin, Texas",2024
University of Oklahoma,Carson Atwood,34,RHP,Sr.,72,202,R/R,Silo HS,"Ardmore, Okla.",2024
University of Oklahoma,Grant Stevens,36,LHP,R-Sr.,69,187,L/L,Franklin HS,"Elk Grove, Calif.",2024
University of Oklahoma,Brad Pruett,37,RHP,Fr.,75,202,R/R,John H. Guyer HS,"Corinth, Texas",2024
University of Oklahoma,Reid Hensley,42,RHP,Jr.,72,200,R/R,Lufkin HS,"Lufkin, Texas",2024
University of Oklahoma,Dylan Crooks,43,RHP,Jr.,71,183,R/R,Trinity HS,"Euless, Texas",2024
University of Oklahoma,Will Carsten,45,RHP,Sr.,79,246,R/R,McLennan College,"San Antonio, Texas",2024
University of Oklahoma,James Hitt,48,LHP,R-Jr.,72,193,L/L,Concordia Lutheran HS,"Magnolia, Texas",2024
University of Oklahoma,Myles Meyer,52,RHP,Jr.,75,207,R/R,American River College (Calif.),"Auburn, Calif.",2024
University of Oklahoma,Ty Zahradnik,54,LHP,Fr.,79,239,L/L,Keller HS,"Keller, Texas",2024
University of Oklahoma,James Nesta,58,RHP,Fr.,76,205,N/A,William Amos Hough HS,"Huntersville, N.C.",2024
University of Oklahoma,Jaxon Willits,77,IF,Fr.,71,199,S/R,Fort Cobb-Broxton HS,"Fort Cobb, Okla.",2024
University of Oklahoma,Jason Bollman,99,RHP,R-Jr.,75,200,N/A,LSU,"Peoria, Ill.",2024
University of Washington,Isaac Yeager,0,RHP,So.,78,215,L/R,Bishop Blanchet,"Seattle, Wash.",2024
University of Washington,AJ Guerrero,1,OF,Jr.,72,210,R/R,Fife,"Fife, Wash.",2024
University of Washington,Colton Bower,2,C,R-Fr.,72,210,R/R,North Kitsap,"Poulsbo, Wash.",2024
University of Washington,Jake Leitgeb,3,C,Sr.,74,190,R/R,Lincoln,"Portland, Ore.",2024
University of Washington,Sawyer Parkin,4,RHP,Jr.,71,195,R/R,Columbia River,"Vancouver, Wash.",2024
University of Washington,Braeden Terry,5,OF,Jr.,72,200,L/L,Newport,"Bellevue, Wash.",2024
University of Washington,Carson Ohland,6,C/OF,Fr.,71,185,S/R,Tahoma,"Maple Valley, Wash.",2024
University of Washington,Luke Rohleder,7,OF,Sr.,71,175,L/L,Skyline,"Sammamish, Wash.",2024
University of Washington,Cooper Whitton,9,OF,So.,75,200,R/R,Santa Fe Christian,"San Diego, Calif.",2024
University of Washington,Lou Fujiwara,10,INF,Fr.,69,175,R/R,JSerra Catholic,"Tokyo, Japan",2024
University of Washington,Jase Evangelista,11,RHP,Fr.,74,195,R/R,Martin Luther King,"Riverside, Calif.",2024
University of Washington,Cam Clayton,12,INF,Jr.,73,205,R/R,Lakeridge,"Lake Oswego, Ore.",2024
University of Washington,Aiva Arquette,13,INF,So.,76,220,R/R,Saint Louis,"Kailua, Hawai'i",2024
University of Washington,Will Woodward,15,LHP,R-Fr.,79,225,L/L,Eastlake,"Redmond, Wash.",2024
University of Washington,Jeter Ybarra,16,INF/OF,R-Jr.,76,205,L/R,Saint Francis,"San Jose, Calif.",2024
University of Washington,Colton McIntosh,17,RHP,R-Sr.,73,195,L/R,Shadow Mountain,"Phoenix, Ariz.",2024
University of Washington,Boston Warkentin,18,RHP,So.,74,205,R/R,Foothills Composite,"Ladner, British Columbia",2024
University of Washington,Jared Engman,20,RHP,R-Sr.,72,215,R/R,Kentlake,"Kent, Wash.",2024
